TotalCount,CountyName,SampleID,InspectionDate,FoodName,Suitable,ItemType,CompanyName,OriginCountry,ViolationDescription,DisposalSituation,SQ,SortDate,Year,Month,UpdateDate,County,CY,CM,KW,CN
4860,彰化縣,,2024/11/22,起司風味雞肉條,犬、貓,零食,鑫賜有限公司,臺灣,違反動物保護法第22條之5第1項第5款與第8款規定及第22條之3第1項,"本商品無製造商相關資訊僅有廠商名稱,請賣場立即下架並,經回查通路出貨廠商為鑫賜有限公司,發文給業者限期改善",12,2024-11-22T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,彰化縣,,2024/11/22,大脆皮片(量販包),犬,潔牙骨,唯皮實業有限公司,臺灣,無,無,12,2024-11-22T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,彰化縣,,2024/11/22,麻花骨,犬,潔牙骨,唯皮實業有限公司,臺灣,違反動物保護法第22條之3規定,彰動防字第1130006380號發文給業者限期改善,12,2024-11-22T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,彰化縣,,2024/11/22,3吋藜麥雞肉甜甜圈,犬,零食,家佳實業有限公司,臺灣,無,無,12,2024-11-22T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,彰化縣,,2024/11/22,雞肉憨吉,犬,零食,家佳實業有限公司,臺灣,無,無,12,2024-11-22T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,彰化縣,,2024/11/22,席瑞思愛犬食品-牛肉口味,犬,乾糧,福壽實業股份有限公司,臺灣,無,無,12,2024-11-22T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,彰化縣,,2024/11/22,席瑞思愛犬食品-雞肉口味,犬,乾糧,福壽實業股份有限公司,臺灣,無,無,12,2024-11-22T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,南投縣,,2024/11/04,日本柴犬專用_黑帶幼.成犬-2kg,犬,乾糧,東盈實業(股),日本,無,無,13,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,南投縣,,2024/11/04,囍碗無穀天然-全齡貓雞肉&雪蟹LBC-2010,貓,乾糧,聯誠寵物有限公司,加拿大,無,無,13,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,南投縣,,2024/11/04,人道飼育雞 全齡貓無穀糧,貓,乾糧,奧也股份有限公司,紐西蘭,無,無,13,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,南投縣,,2024/11/04,柏萊富 特調全齡犬配方(羊肉+雞肉+糙米),犬,乾糧,柏希菲克股份有限公司,美國,無,無,13,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,南投縣,,2024/11/04,"O,Bli! 噢，比利！頂級機能軟飼料-關節保養配方(犬用)",犬,乾糧,原野國際行銷有限公司,韓國,無,無,13,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,,2024/11/07,倍力康小狗罐 嫩雞肉＆牛肉,犬,罐頭,雄騰國際有限公司,泰國,無,無,14,2024-11-07T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,IP015,2024/11/07,咪歐超級主食罐-雞肉+鮭鮪鲭魚口味,貓,罐頭,好侶股份有限公司,泰國,無,無,14,2024-11-07T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,IP014,2024/11/07,加好寶貓罐-精選沙丁魚大餐,貓,罐頭,好侶股份有限公司,泰國,無,無,14,2024-11-07T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,,2024/11/08,貓專用化毛配方慕斯泥-鮭魚,貓,零食,魔法村寵物用品有限公司,臺灣,包裝標示公司與寵物食品申報網不符。,113年11月22日函轉新北市政府動物保護防疫處。,14,2024-11-08T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,,2024/11/08,丹尼爾鮮味零食系列A0001嫩鮮雞肉風味棒120g,犬,零食,長呈實業有限公司,臺灣,有不實、誇張或易生誤解之用語,113年11月19日函轉嘉義家畜所辦理。,14,2024-11-08T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,,2024/11/12,海苔雪花片（原味雪花片）,貓,零食,和風寵物有限公司,臺灣,產品未申報,進行資料彙整，作接續行政作業。,14,2024-11-12T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,,2024/11/12,3吋蔾麥雞肉甜甜圈,犬,潔牙骨,弘元皮革股份有限公司,臺灣,包裝標示公司與寵物食品申報網不符。,113年11月22日函轉嘉義縣家畜疾病防治所,14,2024-11-12T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,,2024/11/13,頂級饗宴犬罐-美味羊肉,犬,罐頭,福壽實業股份有限公司,臺灣,無,無,14,2024-11-13T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,,2024/11/13,貓大爺的銀帶鯡,犬、貓,零食,經思確有限公司,臺灣,"1.包裝營養成分及應注意事項無中文標示
2.疑有標示不實、誇張或易生誤解之情事","113年11月22日函轉新北市政府動物保護防疫處。
",14,2024-11-13T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,IP016,2024/11/21,博郎氏幼母犬寵物乾糧牛肉+海魚+蘋果,犬,乾糧,寶榮開發企業股份有限公司,臺灣,無,無,14,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,IP017,2024/11/21,博朗氏挑嘴犬寵物乾糧雞肉+牛肉+起司,犬,乾糧,寶榮開發企業股份有限公司,臺灣,無,無,14,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,IP019,2024/11/21,寶多福美食大餐成犬專用雞肉口味,犬,乾糧,統一企業股份有限公司,臺灣,無,無,14,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,IP018,2024/11/21,福壽貓喵喵貓食鮪魚口味,貓,乾糧,福壽實業股份有限公司,臺灣,無,無,14,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,雲林縣,IP020,2024/11/21,多納結紮貓貓糧海鮮牛肉口味,貓,乾糧,寶榮開發企業股份有限公司,臺灣,無,無,14,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,寶路乾糧-牛肉及蔬菜口味,犬,乾糧,台灣瑪氏股份有限公司,泰國,無,無,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,慧心柯雞棒-照燒雞肉口味,犬,零食,好侶股份有限公司,泰國,無,無,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,健康紀元寵物零食-鮮嫩雞肉片,犬,零食,福壽實業股份有限公司,臺灣,無,無,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,寶多福活力成貓泌尿道保健配方,貓,處方食品,統一企業公司,臺灣,無,無,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,咪歐小確幸貓罐-起司鮪魚,貓,罐頭,好侶股份有限公司,泰國,無,無,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,吉沛思益生菌貓咪腸胃保健顆粒,貓,補充品,寬祐實業有限公司,臺灣,申報有誤,限期改善,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,Boby特級機能愛犬餐杯(雞肉野菜),犬,罐頭,台灣惜時有限公司,泰國,無,無,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,毛萬貓咪離胺酸,貓,補充品,勤達實業有限公司,臺灣,無,無,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,毛萬犬貓全方面營養粉,犬、貓,補充品,勤達實業有限公司,臺灣,無,無,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/19,萊馥特犬用飼料魚肉+燕麥(低敏抗氧化),犬,處方食品,兆宣貿易企業有限公司,加拿大,標示不全,限期改善,15,2024-11-19T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/21,安適得酷版犬用,犬,補充品,富邦國際生醫科技有限公司,紐西蘭,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/21,樂寵吉多利腎(犬貓專用全新酮酸胺基酸),犬、貓,補充品,樂泓生物科技有限公司,臺灣,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/21,寵特寶鉀寶(液態鉀離子補充劑),犬、貓,補充品,孟唐股份有限公司,美國,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/21,Dr.Wish愛貓營養食(鮪魚+果寡糖),貓,罐頭,台灣惜時有限公司,泰國,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,,2024/11/21,特級銀貓健康餐罐(白身鮪魚+柴魚),貓,罐頭,台灣惜時有限公司,泰國,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,JP015,2024/11/21,西莎蒸鮮包(成犬低脂雞肉口味),犬,罐頭,台灣瑪氏股份有限公司,泰國,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,JP016,2024/11/21,喵愛餡(火烤嫩雞口味),貓,零食,台灣瑪氏股份有限公司,泰國,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,JP017,2024/11/21,葛莉思犬罐(牛肉口味),犬,罐頭,福壽實業股份有限公司,泰國,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,JP018,2024/11/21,生活良好貓用鱈魚蟹肉絲,貓,零食,台灣生活良好國際股份有限公司,日本,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,嘉義縣,JP019,2024/11/21,生活良好犬用乳香牛肉球,犬,零食,台灣生活良好國際股份有限公司,日本,無,無,15,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,MP021,2024/11/06,"聖萊西CoCo Plus愛犬機能餐罐
(鮮嫩雞肉+南瓜+番茄)",犬,罐頭,台灣惜時有限公司,泰國,無,無,16,2024-11-06T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,MP022,2024/11/06,經典維齊(雞肉+火腿),犬,罐頭,竣百有限公司,泰國,無,無,16,2024-11-06T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/06,"聖萊西CoCo Plus愛犬機能餐罐
(鮮嫩雞肉+雞肝+胡蘿蔔)",犬,罐頭,台灣惜時有限公司,泰國,無,無,16,2024-11-06T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/06,經典維齊(雞肉+起司),犬,罐頭,竣百有限公司,泰國,無,無,16,2024-11-06T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/14,MP PET葡萄糖胺+鯊魚軟骨素,犬、貓,補充品,乾惠有限公司,臺灣,未依規定申報,委製商未依規定申報，業於113年11月28日以屏府農動字第1130189631號函限期於12月12日前完成申報。,16,2024-11-14T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/14,MP PET綜合益生菌+維生素,犬、貓,補充品,乾惠有限公司,臺灣,未依規定申報,委製商未依規定申報，業於113年11月28日以屏府農動字第1130189631號函限期於12月12日前完成申報。,16,2024-11-14T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/14,CP7 貓用奶粉 200g,貓,補充品,信元製藥股份有限公司,臺灣,無,無,16,2024-11-14T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/14,ProSENSE 長效型綜合維他命(全齡犬),犬,補充品,宇騰有限公司,美國,無,無,16,2024-11-14T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/14,LCB藍帶廚坊 海陸雙拼(化毛+潔牙配方),貓,乾糧,斑尼菲國際有限公司,臺灣,包裝標示與申報資訊不符、包裝標示及電商通路廣告涉不實、誇張或易生誤解之情形,"1.包裝標示與申報資訊不符，業於113年11月21日以屏府農動字第1130182627號函限期於12月2日前完成改善(12月10日複查，已完成改善)。
2.包裝標示及電商通路廣告涉不實、誇張或易生誤解之情形，經查委製商公司登記地址位於臺南市，業於113年11月21日以屏府農動字第1130182694號函移請臺南市動物防疫保護處依規定辦理。",16,2024-11-14T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/14,LCB藍帶廚坊 海鮮大餐(挑嘴+亮毛配方),貓,乾糧,斑尼菲國際有限公司,臺灣,包裝標示與申報資訊不符、包裝標示及電商通路廣告涉不實、誇張或易生誤解之情形,"1.包裝標示與申報資訊不符，業於113年11月21日以屏府農動字第1130182627號函限期於12月2日前完成改善(12月10日複查，已完成改善)。
2.包裝標示及電商通路廣告涉不實、誇張或易生誤解之情形，經查委製商公司登記地址位於臺南市，業於113年11月21日以屏府農動字第1130182694號函移請臺南市動物防疫保護處依規定辦理。",16,2024-11-14T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/28,HuluCat慕斯肉泥 鮪魚+干貝,貓,零食,王品寵物用品有限公司,泰國,無,無,16,2024-11-28T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,屏東縣,,2024/11/28,HuluCat慕斯肉泥 雞肉+牛奶,貓,零食,王品寵物用品有限公司,泰國,無,無,16,2024-11-28T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,博士巧思犬罐-雞排高纖地瓜風味(包裝165g),犬,罐頭,福壽實業股份有限公司,臺灣,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,倍力斯無穀狗罐-牛雞肉風味(包裝170g),犬,罐頭,昇鼎企業有限公司,臺灣,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,自然物語餐盒犬食-和牛風味(包裝80g),犬,罐頭,協鴻有限公司,日本,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,美味關係狗罐-鮮雞牛風味(包裝90g),犬,罐頭,王品寵物用品有限公司,日本,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,西沙狗罐-牛肉加肝風味(包裝100g),犬,罐頭,台灣瑪氏股份有限公司,澳洲,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,維齊犬罐-雞肉+火腿風味(包裝80g),犬,罐頭,竣百有限公司,泰國,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,鮮一番貓罐-鮪魚+蟹肉風味(包裝170g),貓,罐頭,帝寶興業有限公司,泰國,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,愛情貴族貓罐-鮪魚+蟹肉風味(包裝80g),貓,罐頭,八犬國際行銷有限公司,泰國,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,博士巧思貓湯罐-鮪魚+鱈魚風味(包裝80g),貓,罐頭,福壽實業股份有限公司,泰國,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,加好寶貓罐-鮪魚+羊奶風味(包裝80g),貓,罐頭,好侶股份有限公司,泰國,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,臺東縣,,2024/11/04,CH養生貓湯罐-鮪魚+鴨肉風味(包裝80g),貓,罐頭,八犬國際行銷有限公司,泰國,無,無,17,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/20,The Green星型潔牙棒-羊肉+蘋果,犬,潔牙骨,八犬國際行銷有限公司,臺灣,標示涉誇大不實,通知業者限期改善,18,2024-11-20T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/20,The Green星型潔牙棒-鮭魚+高纖紅薯,犬,潔牙骨,八犬國際行銷有限公司,臺灣,標示涉誇大不實,通知業者限期改善,18,2024-11-20T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/20,巧之燒 葉綠素+牛奶潔牙骨,犬,零食, 昇鼎企業有限公司,臺灣,未申報,通知業者限期改善,18,2024-11-20T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,OP009,2024/11/20,倍力斯愛犬狗罐(牛肉+蔬菜),犬,罐頭,昇鼎企業有限公司,臺灣,無,無,18,2024-11-20T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,OP010,2024/11/21,五行貓膳(紅),貓,罐頭,寶昕股份有限公司,臺灣,無,無,18,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,OP011,2024/11/21,陪心搖搖奶昔貓主食罐 芝麻雞鮪紅藜,貓,罐頭,唯寵股份有限公司,臺灣,無,無,18,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,OP012,2024/11/21,泥好！鮭山島,犬、貓,零食,慶宇生技股份有限公司,臺灣,無,無,18,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,OP013,2024/11/21,鮮味低脂牛肉厚片,犬,零食,We & Them Enterprise Co,臺灣,未依規定申報,函文業者限期改善,18,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/21,嚼醒 短雞翅,犬,零食,凱普頓企業股份有限公司,臺灣,無,無,18,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/21,曙光無穀滋養食譜-雞肉犬糧,犬,乾糧,昱碩國際事業股份有限公司,荷蘭,無,無,18,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/21,毛孩時代腎臟專科保健粉,犬、貓,補助食品,騰勢股份有限公司,臺灣,無,無,18,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/21,派比樂棒棒腿,犬、貓,零食,飯島生技股份有限公司,臺灣,未申報,通知業者限期改善,18,2024-11-21T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/27,長紅愛犬罐頭雞肉口味,犬,罐頭,福壽實業股份有限公司,臺灣,無,無,18,2024-11-27T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/27,席瑞思愛犬罐頭-雞肉口味,犬,罐頭,福壽實業股份有限公司,臺灣,無,無,18,2024-11-27T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,花蓮縣,,2024/11/27,寶路牛肉,犬,罐頭,台灣瑪氏股份有限公司,澳洲,無,無,18,2024-11-27T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,澎湖縣,,2024/11/01,AIXIA愛喜雅妙喵主食軟29-鰹魚+柴魚,貓,濕糧,東盈實業(股),泰國,無,無,19,2024-11-01T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,澎湖縣,,2024/11/01,皇家 泌尿道低卡路里配方,貓,乾糧,台灣皇家寵物食品有限公司,韓國,無,無,19,2024-11-01T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,澎湖縣,,2024/11/01,維爾滋 天然無殼寵物糧,貓,乾糧,韋民企業股份有限公司,韓國,無,無,19,2024-11-01T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,澎湖縣,,2024/11/01,奇境 澳洲鮭魚+紐西蘭羊肺凍乾,貓,乾糧,維逸有限公司,澳洲,無,無,19,2024-11-01T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,澎湖縣,,2024/11/01,喵洽普貓咪凍乾 新鮮雞胸肉,貓,零食,臺士達寵物有限公司,韓國,無,無,19,2024-11-01T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/04,體重控制犬主食濕糧 LWW 85G,犬,罐頭,台灣皇家寵物食品有限公司,奧地利,無,無,20,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/04,毛起來-蒸的餐包-鄉村南瓜牛(泌尿配方),犬,零食,莫奧數位股份有限公司,臺灣,無,無,20,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/04,TNA悠遊餐包牧野牛羊燉時蔬,犬、貓,半濕性濕糧,悠遊國際實業股份有限公司,臺灣,申報網未標示鈉含量,通知業者限期改善,20,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/04,派庫廚房-櫻桃鴨柳片凍乾,犬、貓,零食,金派庫國際有限公司,臺灣,無,無,20,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/04,新鮮鱈魚塊凍乾,犬、貓,零食,鎧帛實業有限公司,日本,"1.有效日期未以中文標示(僅日文)
2.包裝未標示適用寵物種類",通知業者限期改善,20,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/04,肉嗨吃(犬)牛肉片,犬,零食,宜輝企業有限公司,臺灣,無,無,20,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/04,(暖心相伴)鮮牛佐鮭魚燉飯,犬,罐頭,樂健生活有限公司,臺灣,"1.主要營養成分及含量與申報網不符
2.宣稱符合NRC營養標準，未標示NRC必要營養素(官網未見相關檢驗報告)",通知業者限期改善,20,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/04,戰斧化骨腿,犬、貓,零食,毛毛爸爸寵物食品有限公司,臺灣,主要營養成分及含量與申報網不符,通知業者限期改善,20,2024-11-04T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/25,家福超值狗食罐頭(雞肉風味),犬,罐頭,家福股份有限公司,泰國,無,無,20,2024-11-25T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/25,加好寶狗餅乾-牛肉風味300g,犬,零食,好侶股份有限公司,泰國,無,無,20,2024-11-25T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,基隆市,,2024/11/25,健康紀元寵物零食-葉綠素潔牙骨,犬,零食,福壽實業股份有限公司,臺灣,無,無,20,2024-11-25T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,新竹市,,2024/11/15,鱈魚粗棒-煙燻,犬,零食,台灣愛邦士實業有限公司,泰國,無,無,21,2024-11-15T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,新竹市,,2024/11/15,自然小貓-低碳無穀凍乾,貓,乾糧,派脆客有限公司,泰國,無,無,21,2024-11-15T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,新竹市,,2024/11/15,藍摯原野精靈-去骨鴨肉無穀配方飼料,貓,乾糧,盛貿寵物股份有限公司,美國,無,無,21,2024-11-15T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,新竹市,,2024/11/15,Boby特級機能愛犬餐杯（角切牛肉+雞肉+起司）,犬,罐頭,台灣惜時有限公司,泰國,無,無,21,2024-11-15T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,新竹市,,2024/11/15,香草廚坊-放牧羊無穀貓香草糧,貓,乾糧,瀚翔寵物有限公司,紐西蘭,無,無,21,2024-11-15T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,新竹市,,2024/11/15,卡維爾高機能貓糧-鹿肉碗豆,貓,乾糧,竣百有限公司,美國,無,無,21,2024-11-15T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,新竹市,,2024/11/15,牛肉風味塊-超值包,犬,零食,台灣多格漫商貿股份有限公司,日本,無,無,21,2024-11-15T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
4860,新竹市,,2024/11/15,經典維齊（幼犬專用）,犬,罐頭,竣百有限公司,泰國,無,無,21,2024-11-15T00:00:00,2024,11,2025-08-19T13:51:35.577,,104年1月至115年6月,1,,
